loan_status,loan_amnt,term,int_rate,installment,annual_inc,home_ownership,verification_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,application_type,tot_hi_cred_lim,avg_cur_bal,bc_open_to_buy,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_op_rev_tl,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies
Fully Paid,22000.0, 60 months,25.25,648.96,41879.91,OWN,Verified,vacation,VT,19.61,0,715.0,5,0,22268.45,22,f,Individual,34631.32,2211.54,1242.51,0,136.4,7.4,6.2,0,14.4,7,7,8,9,9,99.1,34.3,0
Fully Paid,27500.0, 60 months,24.2,794.31,254725.15,MORTGAGE,Verified,debt_consolidation,MI,28.43,0,720.0,11,0,8268.43,21,w,Individual,81145.35,13378.46,1573.76,0,213.8,10.5,1.5,4,35.5,1,1,4,10,5,98.0,18.4,0
Fully Paid,7500.0, 36 months,17.55,269.45,87762.97,RENT,Source Verified,debt_consolidation,CO,21.7,0,755.0,12,0,1044.27,23,w,Individual,18557.05,2601.61,9099.22,0,212.0,7.3,4.6,0,20.0,3,3,4,7,4,95.4,67.7,0
Fully Paid,7500.0, 36 months,23.3,291.5,94719.07,RENT,Source Verified,debt_consolidation,NM,20.92,0,700.0,12,0,1940.63,21,w,Individual,32575.99,6235.81,2364.87,0,241.3,9.8,10.7,0,16.1,2,9,3,10,12,96.8,16.9,0
Fully Paid,13500.0, 36 months,18.92,494.31,69456.16,RENT,Not Verified,debt_consolidation,TX,12.67,0,750.0,12,0,49002.53,26,w,Individual,71790.35,9993.44,28678.85,0,178.2,19.8,1.2,0,41.4,6,11,7,11,13,96.2,56.8,0
Charged Off,28401.609140948076, 36 months,29.83,1203.05,54412.79,MORTGAGE,Not Verified,debt_consolidation,MO,26.82,0,660.0,8,0,5191.7,23,w,Individual,502692.73,88111.61,1384.94,0,187.0,9.2,1.6,2,20.1,4,7,6,9,10,99.0,72.0,0
Fully Paid,39500.0, 36 months,17.05,1409.27,75499.48,MORTGAGE,Not Verified,home_improvement,DE,16.99,0,760.0,19,0,5981.33,29,f,Individual,66221.24,3347.66,2674.38,0,122.5,2.2,7.8,3,4.6,5,7,8,10,8,98.2,49.8,0
Fully Paid,27500.0, 60 months,26.29,828.09,26923.29,OWN,Not Verified,credit_card,MI,6.16,0,690.0,8,0,6500.42,18,w,Individual,55647.1,4431.48,3206.5,0,204.7,8.7,5.3,0,17.3,3,7,4,8,10,95.8,8.9,0
Fully Paid,15500.0, 36 months,19.4,571.31,86468.42,MORTGAGE,Source Verified,medical,RI,15.88,0,725.0,8,1,4333.62,21,f,Individual,293526.89,35439.71,9517.43,0,163.6,20.8,3.5,0,8.3,9,10,15,16,12,97.9,4.5,2
Fully Paid,22000.0, 60 months,23.35,624.62,122961.08,OWN,Not Verified,debt_consolidation,MO,27.58,0,715.0,17,0,11176.46,27,w,Individual,33519.2,2667.53,1999.53,0,121.0,10.4,1.3,1,16.4,4,7,6,8,7,96.3,34.6,0
Charged Off,33241.156984127745, 60 months,30.99,1095.77,37354.43,RENT,Not Verified,debt_consolidation,MN,14.99,1,660.0,10,0,8311.18,24,w,Individual,35734.77,772.08,0.0,0,192.8,17.2,3.3,4,18.9,4,5,6,11,8,91.6,82.4,0
Charged Off,17835.351270272284, 36 months,26.9,727.18,50637.65,RENT,Source Verified,car,WA,25.48,0,660.0,15,0,29254.45,36,w,Individual,275094.77,35110.85,0.0,0,169.4,19.0,1.7,0,11.6,3,5,4,8,10,96.0,54.7,0
Charged Off,28511.34726266016, 36 months,25.26,1137.53,17919.61,OWN,Source Verified,debt_consolidation,WA,21.63,3,720.0,13,0,34706.38,32,w,Individual,48088.66,3223.95,2355.45,1500,148.9,33.9,15.6,0,10.0,1,1,3,5,4,84.4,93.9,0
Charged Off,37677.63257404908, 60 months,29.05,1197.11,111426.68,RENT,Verified,debt_consolidation,NY,22.67,0,690.0,7,0,7843.38,23,w,Individual,54958.42,3308.87,2982.95,0,107.1,22.7,12.7,0,14.3,4,8,6,12,8,98.6,40.9,0
Charged Off,26903.133273238273, 36 months,25.58,1077.93,149261.89,RENT,Verified,credit_card,AL,20.83,0,695.0,7,0,4481.8,25,w,Individual,59493.77,6609.35,4022.09,0,92.5,2.9,3.8,1,4.9,4,7,5,8,9,99.4,30.9,0
Fully Paid,2500.0, 36 months,20.19,93.15,84302.59,MORTGAGE,Not Verified,debt_consolidation,DC,19.55,0,720.0,12,0,11115.56,26,w,Individual,66380.95,20809.69,2403.6,0,170.6,1.7,8.4,1,3.2,4,8,6,9,10,99.6,36.7,0
Fully Paid,12000.0, 36 months,18.3,435.64,91984.46,MORTGAGE,Source Verified,debt_consolidation,SC,8.58,2,755.0,6,0,27201.35,22,w,Individual,56280.25,8703.35,9226.62,0,130.2,6.6,22.0,4,1.1,4,5,4,7,7,74.0,19.1,0
Fully Paid,34500.0, 36 months,17.43,1237.41,88544.11,MORTGAGE,Verified,credit_card,AL,21.96,0,725.0,13,0,11048.85,31,w,Individual,53788.13,2642.61,8854.75,0,164.9,12.4,1.4,1,4.9,4,4,6,9,5,96.4,36.8,0
Fully Paid,32500.0, 60 months,22.39,904.84,118971.5,OWN,Not Verified,debt_consolidation,MT,13.48,2,735.0,10,0,18622.54,24,w,Individual,76724.04,9731.69,1596.61,0,210.4,4.2,12.2,1,4.9,4,6,6,12,7,72.8,14.3,0
Fully Paid,34000.0, 60 months,23.59,970.04,86096.3,MORTGAGE,Not Verified,wedding,WI,18.75,1,720.0,8,1,12827.43,19,w,Individual,62343.97,9376.81,12295.5,0,218.6,13.3,4.5,3,4.4,3,10,7,10,15,92.3,31.2,2
Fully Paid,40000.0, 36 months,20.85,1503.92,142230.82,RENT,Source Verified,home_improvement,VA,19.22,0,715.0,13,3,14859.64,24,w,Joint App,50069.68,1889.92,7716.01,0,198.2,51.0,3.2,0,33.8,3,6,3,5,7,99.4,39.9,1
Fully Paid,30500.0, 36 months,22.02,1165.12,114306.49,RENT,Not Verified,debt_consolidation,MS,19.43,0,685.0,15,1,1763.71,27,w,Individual,84629.89,9949.34,1789.25,0,268.3,3.8,1.6,1,11.8,1,1,2,8,3,97.9,42.2,1
Fully Paid,23000.0, 60 months,27.28,706.17,120614.04,RENT,Not Verified,debt_consolidation,GA,15.25,0,695.0,7,0,602.89,20,w,Joint App,33669.38,3177.93,4958.75,0,145.3,8.8,14.8,1,21.0,6,9,7,10,15,96.9,39.4,0
Fully Paid,8500.0, 36 months,18.69,310.25,93861.02,RENT,Not Verified,debt_consolidation,MO,6.56,0,710.0,7,0,2175.39,24,w,Individual,93060.54,24033.31,1121.13,0,165.3,1.3,3.2,0,11.0,1,5,2,3,7,99.9,11.0,0
Charged Off,3038.69813256822, 60 months,28.86,96.2,86342.43,RENT,Verified,debt_consolidation,ID,17.87,2,670.0,13,0,7483.02,21,f,Individual,5422.4,626.64,1175.88,0,219.2,10.0,27.4,0,17.5,3,8,7,10,10,72.9,42.3,0
Fully Paid,25500.0, 36 months,26.2,1030.13,44490.73,MORTGAGE,Not Verified,debt_consolidation,MS,14.18,0,660.0,10,0,17962.64,24,f,Individual,111599.85,14751.3,896.26,0,163.8,2.4,2.4,4,8.9,5,9,8,12,13,98.6,45.9,0
Fully Paid,6500.0, 36 months,19.6,240.24,21088.52,RENT,Not Verified,credit_card,RI,2.55,0,715.0,10,0,2055.37,18,w,Individual,64185.87,12776.94,7792.83,0,136.9,16.2,15.9,1,15.6,2,4,3,5,5,97.3,34.4,0
Fully Paid,9500.0, 36 months,23.71,371.27,69414.52,MORTGAGE,Verified,credit_card,MN,12.65,0,665.0,3,1,5802.67,21,w,Individual,30020.43,3070.15,4462.29,0,139.1,8.3,6.7,0,4.4,6,8,9,11,8,97.2,46.7,1
Fully Paid,21000.0, 60 months,23.75,601.08,244950.89,RENT,Verified,credit_card,TN,26.61,0,720.0,14,0,1672.64,34,f,Individual,219989.98,28150.69,809.48,0,201.3,19.3,4.1,0,6.1,4,7,4,6,7,98.2,29.8,0
Fully Paid,19000.0, 36 months,19.22,698.58,112523.24,RENT,Verified,debt_consolidation,AK,8.43,0,725.0,8,1,11257.48,25,w,Individual,97774.25,12413.37,6131.56,0,263.3,1.5,6.3,0,8.2,8,9,9,11,11,97.1,19.7,1
Fully Paid,25500.0, 36 months,21.76,970.69,118043.08,OWN,Source Verified,car,MD,23.68,0,695.0,10,0,17528.4,26,w,Individual,616644.55,105144.79,1396.37,0,175.8,3.7,2.9,1,27.4,1,2,4,9,2,98.7,14.4,0
Fully Paid,12000.0, 36 months,20.94,451.73,37992.45,MORTGAGE,Not Verified,debt_consolidation,KS,12.55,1,715.0,3,0,5172.43,15,w,Individual,113064.02,17905.58,1233.01,0,178.3,6.0,10.8,2,16.3,8,12,12,13,15,84.4,13.3,0
Charged Off,30951.437989703307, 60 months,30.74,1015.5,72505.6,MORTGAGE,Source Verified,credit_card,MN,17.53,0,660.0,7,1,14902.81,20,f,Individual,44740.58,3024.84,2167.37,0,194.0,18.8,2.3,5,5.5,4,7,4,7,9,99.7,55.4,0
Fully Paid,38500.0, 36 months,20.56,1441.81,35916.24,MORTGAGE,Source Verified,debt_consolidation,UT,15.58,0,720.0,13,0,8678.27,23,f,Individual,51383.44,2433.81,4741.3,0,175.7,15.7,8.2,4,25.7,2,4,4,8,11,97.4,37.7,0
Charged Off,37549.60431360609, 60 months,30.99,1237.79,53609.39,RENT,Not Verified,debt_consolidation,UT,25.16,0,660.0,17,0,14415.05,34,w,Individual,52210.74,2945.15,2079.93,0,209.8,13.2,3.5,0,9.0,2,3,4,5,6,96.5,56.5,0
Fully Paid,34500.0, 36 months,22.69,1329.92,61671.94,MORTGAGE,Verified,debt_consolidation,AL,13.49,0,720.0,15,0,3612.29,37,w,Individual,41789.33,1465.18,1751.1,0,202.4,6.1,5.4,0,5.2,3,7,3,7,12,99.5,54.4,0
Fully Paid,2000.0, 60 months,24.74,58.4,98945.02,MORTGAGE,Source Verified,debt_consolidation,OH,12.74,0,670.0,6,1,10612.07,20,w,Individual,307429.51,75249.14,403.83,0,190.0,11.5,1.0,2,4.5,2,2,2,3,7,99.6,53.1,1
Charged Off,32825.838197058874, 60 months,27.01,1002.54,55343.58,RENT,Not Verified,debt_consolidation,UT,34.24,3,695.0,9,0,16325.07,25,w,Individual,46736.71,2794.97,199.59,0,180.5,2.3,5.3,0,47.2,4,7,7,11,9,77.1,53.9,0
Fully Paid,31000.0, 36 months,20.53,1160.46,130750.87,OWN,Not Verified,debt_consolidation,MN,18.26,0,720.0,9,0,9325.89,26,f,Individual,92366.26,11976.46,19334.6,0,240.8,36.1,2.0,0,6.8,4,6,7,8,9,97.6,36.6,0
Fully Paid,27500.0, 36 months,19.22,1011.1,142799.51,MORTGAGE,Source Verified,debt_consolidation,NY,5.29,0,735.0,15,2,6182.97,34,w,Individual,100537.82,16370.68,11441.1,0,147.8,4.8,7.8,2,15.5,3,7,5,8,8,98.9,38.8,1
Fully Paid,7500.0, 36 months,19.81,278.0,162524.56,RENT,Source Verified,medical,FL,0.0,0,695.0,6,0,6742.48,19,w,Individual,33174.74,5993.22,27846.3,0,149.2,13.2,0.9,0,2.0,5,7,5,8,8,96.2,29.3,0
Fully Paid,33500.0, 36 months,22.72,1291.89,521262.71,MORTGAGE,Not Verified,debt_consolidation,MO,29.47,0,690.0,12,0,9391.32,26,w,Individual,71276.15,4929.61,1459.74,0,68.9,1.0,5.4,4,1.2,2,3,5,9,4,96.5,7.5,0
Fully Paid,33000.0, 36 months,17.05,1177.36,44715.3,RENT,Source Verified,wedding,KS,25.05,0,760.0,13,0,10093.51,29,w,Individual,49079.78,3564.15,21614.66,0,319.9,15.8,13.7,0,0.6,7,10,9,13,12,95.8,40.0,0
Fully Paid,21000.0, 60 months,22.54,586.46,56142.67,MORTGAGE,Source Verified,debt_consolidation,IA,18.72,0,705.0,10,2,5115.99,21,w,Individual,389621.84,60935.15,5869.49,0,161.5,7.1,2.0,1,14.2,3,3,7,10,6,97.3,54.5,1
Fully Paid,21000.0, 60 months,21.05,568.71,57087.09,RENT,Verified,credit_card,MI,18.43,0,720.0,13,0,2151.52,30,w,Individual,35820.97,4615.83,4782.84,0,131.5,5.6,7.0,0,17.1,2,3,5,8,5,96.4,18.0,0
Fully Paid,12000.0, 36 months,21.95,457.98,20751.65,RENT,Not Verified,debt_consolidation,OH,17.11,1,685.0,14,1,21194.49,28,f,Individual,25091.56,4065.56,6000.27,200,137.0,6.9,4.4,1,5.3,4,5,5,9,6,90.8,91.5,1
Charged Off,40000.0, 60 months,28.52,1258.01,65109.43,RENT,Not Verified,debt_consolidation,TX,23.33,0,705.0,10,1,9137.64,26,f,Individual,102814.37,9202.82,894.95,0,146.1,22.2,18.9,1,26.3,3,3,5,9,3,99.7,58.2,1
Fully Paid,24000.0, 36 months,24.71,950.56,68679.26,OWN,Source Verified,debt_consolidation,VA,19.0,2,680.0,16,0,17693.68,32,w,Individual,37701.45,2164.19,1330.78,0,140.4,9.2,2.6,0,11.4,2,3,4,6,4,76.3,44.6,0
Charged Off,18942.487316937037, 36 months,25.11,754.25,114699.42,RENT,Source Verified,credit_card,NM,31.37,0,680.0,9,0,17187.4,24,w,Individual,112294.63,14195.07,1450.9,0,205.0,1.4,18.3,1,20.2,8,9,8,12,11,96.4,83.8,0
Fully Paid,13500.0, 36 months,19.66,499.37,132452.31,OWN,Verified,credit_card,TX,25.25,0,720.0,11,0,5782.65,27,f,Individual,44316.77,8803.63,4088.08,0,226.9,2.3,2.9,0,16.8,2,7,3,5,13,97.2,40.2,0
Fully Paid,10500.0, 36 months,22.81,405.41,97772.86,MORTGAGE,Not Verified,small_business,IL,18.87,0,695.0,12,0,9443.18,24,w,Individual,115391.14,20814.26,2351.76,0,150.1,3.1,0.4,2,4.7,2,10,3,4,12,96.7,15.8,0
Fully Paid,7000.0, 36 months,17.58,251.59,87224.99,RENT,Source Verified,debt_consolidation,PA,19.03,3,770.0,8,0,6823.06,20,f,Individual,71606.45,12789.4,24647.67,500,184.4,2.8,3.4,0,8.3,1,2,2,3,7,82.6,23.4,0
Fully Paid,15500.0, 36 months,26.23,626.41,50833.47,MORTGAGE,Not Verified,debt_consolidation,MA,24.35,0,660.0,11,0,24538.73,29,f,Individual,75804.94,19564.79,58263.01,0,180.9,3.0,2.8,0,3.4,3,5,3,5,8,98.3,34.2,0
Fully Paid,18000.0, 36 months,20.74,675.75,83125.32,OWN,Verified,credit_card,MN,22.17,0,740.0,7,0,10530.92,16,w,Individual,54067.5,4772.36,9366.41,0,349.5,7.7,4.9,0,19.2,2,8,2,6,10,96.3,62.5,0
Fully Paid,24000.0, 60 months,23.37,681.68,93750.48,OWN,Not Verified,home_improvement,TX,16.47,0,715.0,8,0,19274.05,20,w,Joint App,119030.58,15896.91,4144.42,0,130.0,21.2,3.4,1,16.0,3,5,3,5,6,96.2,27.8,0
Fully Paid,31000.0, 36 months,20.97,1167.45,71880.89,MORTGAGE,Verified,debt_consolidation,SC,0.0,0,705.0,13,0,10854.95,23,w,Joint App,76181.33,7329.4,4148.88,0,192.6,9.3,1.3,2,18.0,2,4,4,6,8,96.5,55.7,0
Fully Paid,38000.0, 60 months,25.57,1128.08,72212.42,RENT,Not Verified,debt_consolidation,FL,23.09,0,690.0,16,0,11197.63,29,f,Individual,71490.2,5804.93,1113.83,0,341.6,9.5,0.9,0,15.8,3,6,4,6,10,97.0,52.3,0
Fully Paid,18500.0, 60 months,28.7,583.85,80190.66,RENT,Source Verified,debt_consolidation,NV,26.68,0,695.0,13,0,6386.75,27,w,Individual,207207.37,23872.95,839.47,0,187.0,6.6,8.7,1,22.9,2,5,4,8,9,98.6,54.7,0
Fully Paid,7500.0, 36 months,17.18,268.07,83871.98,MORTGAGE,Not Verified,debt_consolidation,MD,14.98,0,750.0,8,0,14564.33,22,w,Individual,32377.58,8132.11,2989.18,0,196.4,7.9,13.0,3,15.8,3,5,3,8,6,98.5,39.1,0
Fully Paid,26000.0, 60 months,18.69,670.03,131341.52,RENT,Verified,debt_consolidation,SD,7.76,0,770.0,6,0,33733.87,23,w,Individual,1058627.99,145528.95,890.71,0,225.2,4.3,6.0,0,8.1,1,4,3,6,4,95.1,65.7,0
Charged Off,14639.407246226718, 60 months,28.05,456.25,9891.05,RENT,Source Verified,debt_consolidation,LA,30.46,0,690.0,2,0,5742.34,15,w,Individual,19830.79,757.82,5624.93,0,203.8,13.8,1.0,0,16.9,7,10,9,12,15,96.9,67.6,0
Fully Paid,18000.0, 60 months,21.13,488.28,87737.5,MORTGAGE,Source Verified,debt_consolidation,OK,25.3,0,740.0,8,0,11569.83,15,w,Individual,38897.25,3578.27,2490.65,0,252.3,10.1,1.0,1,29.5,2,3,7,10,5,97.1,30.9,0
Fully Paid,27500.0, 36 months,20.13,1023.82,86724.03,MORTGAGE,Verified,small_business,AL,9.93,0,720.0,7,0,7603.73,17,w,Individual,50447.32,4654.99,1750.55,0,235.9,5.1,0.4,1,3.7,5,10,7,10,11,96.2,42.1,0
Charged Off,39354.404975510224, 60 months,30.99,1297.28,94082.26,RENT,Not Verified,credit_card,ME,26.54,0,670.0,9,0,30325.6,19,w,Individual,50253.81,2312.66,8949.71,0,136.9,10.1,5.3,1,7.4,3,3,3,7,5,98.9,37.4,0
Fully Paid,33500.0, 36 months,20.85,1259.54,68452.02,RENT,Verified,debt_consolidation,IL,13.33,0,740.0,13,1,12591.86,27,w,Individual,55312.13,3994.75,14779.92,0,131.3,10.5,0.5,0,8.9,3,6,3,5,8,97.2,35.4,1
Fully Paid,40000.0, 36 months,22.47,1537.36,18732.45,MORTGAGE,Source Verified,debt_consolidation,VT,20.12,0,710.0,16,0,16367.06,30,w,Individual,122936.78,11172.38,1089.6,0,191.4,31.3,4.9,5,16.2,5,7,5,7,10,97.6,38.2,0
Fully Paid,38000.0, 36 months,23.33,1477.51,22447.72,MORTGAGE,Not Verified,home_improvement,PA,29.06,0,695.0,11,0,5022.75,23,w,Joint App,88263.17,7781.15,18183.4,0,151.2,9.6,9.2,1,10.1,3,4,4,7,5,95.0,75.7,0
Fully Paid,33000.0, 60 months,18.2,841.58,18918.21,MORTGAGE,Source Verified,debt_consolidation,SC,21.21,0,760.0,17,0,14746.31,33,w,Individual,326567.28,57039.39,1434.12,0,212.7,23.0,5.0,2,11.0,3,4,5,9,7,95.2,25.1,0
Charged Off,31213.6025403211, 36 months,30.24,1329.17,104764.94,MORTGAGE,Not Verified,debt_consolidation,TN,17.2,0,660.0,14,0,3416.43,30,w,Individual,61776.66,8143.09,16796.1,0,133.3,0.4,2.3,2,26.0,6,7,8,12,9,96.4,77.9,0
Fully Paid,37000.0, 36 months,22.34,1419.56,28726.51,MORTGAGE,Not Verified,debt_consolidation,WA,12.62,0,720.0,11,0,5457.03,25,w,Individual,63693.34,3632.97,12213.25,0,178.2,7.7,1.4,2,43.9,4,6,6,8,7,97.2,35.4,0
Charged Off,18672.200731722034, 36 months,26.87,760.99,127755.12,OWN,Verified,major_purchase,VT,39.34,0,660.0,9,1,8109.5,25,w,Individual,54613.09,11509.04,6292.18,0,114.0,5.5,0.3,0,13.4,4,9,5,7,9,99.8,45.7,2
Charged Off,39038.936611246245, 36 months,24.93,1550.74,42564.05,RENT,Not Verified,debt_consolidation,MS,33.36,0,705.0,12,0,8865.67,29,w,Individual,106091.07,17832.92,0.0,0,263.0,16.1,6.1,1,19.7,7,9,9,11,10,95.8,73.1,0
Fully Paid,2500.0, 36 months,21.09,94.3,63640.64,MORTGAGE,Not Verified,debt_consolidation,AK,13.49,0,695.0,12,0,61290.44,29,w,Individual,53048.82,8152.93,1286.22,0,150.0,6.0,2.8,2,9.3,4,6,5,9,12,98.0,83.0,0
Fully Paid,13000.0, 36 months,22.26,498.23,227111.62,RENT,Source Verified,debt_consolidation,WA,16.31,0,705.0,11,0,11594.38,30,w,Individual,18647.61,962.93,39497.98,0,96.3,41.4,8.0,0,5.0,2,3,3,6,3,96.3,54.5,0
Fully Paid,8000.0, 36 months,25.14,318.67,87833.88,MORTGAGE,Not Verified,debt_consolidation,NV,14.28,1,660.0,20,0,6156.09,38,w,Individual,24287.71,2498.32,6254.47,0,122.8,19.6,2.9,4,12.9,3,4,4,10,6,71.6,78.3,0
Fully Paid,33500.0, 36 months,21.33,1267.8,30114.29,MORTGAGE,Not Verified,home_improvement,WV,18.8,0,690.0,15,0,5728.56,35,w,Individual,110793.79,12887.42,17524.64,0,218.4,1.3,8.5,2,21.1,3,4,5,9,6,97.1,44.2,0
Fully Paid,31000.0, 36 months,22.57,1193.06,79122.03,MORTGAGE,Verified,debt_consolidation,NH,23.93,0,705.0,17,0,18683.52,35,w,Individual,34741.31,772.68,689.59,0,180.4,16.6,9.7,3,22.1,3,4,6,11,6,97.0,41.5,0
Charged Off,7592.8399424863, 60 months,27.47,233.99,101102.47,MORTGAGE,Verified,debt_consolidation,NJ,26.91,0,700.0,12,0,20018.71,27,w,Individual,30500.6,6185.83,1857.41,0,200.6,2.6,4.7,1,29.9,3,3,4,6,4,98.0,92.3,0
Fully Paid,4000.0, 60 months,20.63,107.38,51716.68,RENT,Verified,small_business,PA,23.17,0,740.0,13,1,31279.28,19,f,Individual,26818.99,2937.01,8662.73,0,209.4,23.4,13.1,0,15.7,3,8,6,8,12,99.6,44.2,1
Fully Paid,26500.0, 36 months,20.97,997.98,239185.63,RENT,Source Verified,debt_consolidation,CT,11.21,0,730.0,15,0,18774.43,33,w,Individual,51344.33,7341.57,1994.64,0,132.9,11.8,5.4,0,51.2,5,8,8,12,8,95.2,55.9,0
Fully Paid,9500.0, 36 months,21.07,358.25,32477.7,MORTGAGE,Source Verified,vacation,NY,18.21,0,700.0,14,0,6343.79,20,w,Individual,169607.91,46370.18,12177.92,0,321.9,4.6,18.2,0,7.3,6,9,7,9,9,99.5,34.4,0
Fully Paid,28500.0, 36 months,21.4,1079.6,18578.36,RENT,Source Verified,debt_consolidation,AL,24.42,0,745.0,6,1,9554.8,21,w,Individual,52214.5,6399.0,3840.02,0,150.7,7.9,12.7,1,3.5,2,6,3,7,9,97.2,9.2,1
Fully Paid,26500.0, 36 months,23.86,1037.72,227059.44,RENT,Not Verified,debt_consolidation,UT,30.1,0,695.0,16,0,11877.75,27,w,Individual,45268.37,2852.0,3457.47,0,263.8,19.3,2.5,1,14.5,4,9,6,9,13,95.5,70.6,0
Fully Paid,1000.0, 36 months,20.79,37.57,42094.66,MORTGAGE,Not Verified,debt_consolidation,CO,0.0,0,730.0,12,1,10961.01,25,f,Individual,31008.47,3999.02,4678.42,0,269.4,7.6,0.9,1,6.7,2,3,3,5,5,96.5,33.3,1
Fully Paid,3000.0, 60 months,24.75,87.61,38820.45,MORTGAGE,Source Verified,credit_card,MS,21.15,0,720.0,11,0,8686.58,25,w,Individual,12646.55,1526.93,3075.12,0,187.9,10.7,2.0,1,21.2,8,9,8,13,10,96.2,43.4,0
Fully Paid,28000.0, 60 months,22.91,787.89,52778.8,MORTGAGE,Not Verified,other,NH,27.55,0,705.0,13,0,19712.04,30,w,Joint App,69720.52,7544.4,3311.89,0,216.0,18.7,0.9,1,4.7,4,4,6,8,6,98.5,19.9,0
Fully Paid,10500.0, 36 months,22.14,401.76,38846.48,MORTGAGE,Not Verified,small_business,VA,0.12,0,700.0,20,0,10553.81,33,w,Individual,57085.31,8024.97,15050.17,0,193.8,10.0,2.4,0,4.3,2,3,2,4,5,95.2,15.8,0
Fully Paid,13000.0, 36 months,23.2,504.58,131205.79,MORTGAGE,Verified,credit_card,MN,28.81,0,685.0,9,0,13827.19,29,w,Individual,29133.38,2082.52,6103.65,0,221.8,16.9,18.7,2,14.8,5,6,7,11,6,96.4,41.8,0
Charged Off,40000.0, 60 months,28.98,1269.19,40048.23,RENT,Not Verified,debt_consolidation,AZ,41.28,0,715.0,12,0,4062.51,23,w,Individual,88413.23,13076.45,1037.83,0,175.3,12.2,7.7,0,7.3,5,5,8,10,7,95.4,67.5,0
Fully Paid,38000.0, 36 months,19.01,1393.12,33751.45,MORTGAGE,Not Verified,debt_consolidation,AK,18.77,0,690.0,12,0,3863.05,21,w,Individual,1439357.91,182640.71,37837.0,0,185.1,27.8,7.7,0,25.2,1,4,3,5,6,95.4,57.3,0
Fully Paid,35500.0, 36 months,24.74,1406.6,61207.98,MORTGAGE,Source Verified,small_business,FL,21.8,1,695.0,8,0,12213.91,24,w,Individual,58371.72,5106.18,1325.35,0,225.9,12.5,1.0,4,10.5,4,8,7,8,14,70.1,56.9,0
Fully Paid,28000.0, 60 months,26.44,845.64,40565.83,RENT,Verified,debt_consolidation,SC,8.96,0,710.0,8,1,10023.39,23,w,Individual,46343.8,3793.2,1383.48,0,164.3,7.7,31.3,0,18.8,3,5,4,9,9,98.1,39.0,1
Charged Off,40000.0, 60 months,30.99,1318.56,52798.8,MORTGAGE,Source Verified,credit_card,NV,39.9,0,665.0,17,0,36036.47,30,w,Individual,46332.79,1046.82,7458.64,0,189.7,13.1,6.9,3,1.9,1,6,2,4,6,99.2,64.3,0
Fully Paid,28500.0, 36 months,21.6,1082.54,39326.43,RENT,Source Verified,home_improvement,OH,19.61,0,690.0,9,0,5187.92,26,w,Individual,109383.2,19869.76,5149.26,0,133.7,6.8,3.8,1,21.0,2,3,4,8,5,96.0,53.4,0
Fully Paid,22500.0, 36 months,20.2,838.48,64436.21,RENT,Not Verified,debt_consolidation,GA,0.0,0,740.0,8,1,12204.73,19,w,Individual,210264.77,26861.54,964.88,0,116.3,12.8,0.9,2,31.7,5,6,8,12,9,97.9,36.7,1
Charged Off,37864.9959262376, 60 months,30.99,1248.19,48495.48,MORTGAGE,Source Verified,moving,FL,30.71,0,660.0,17,1,15271.8,35,w,Joint App,167646.01,21950.98,10315.07,0,101.9,7.4,1.3,1,18.6,7,11,7,11,14,97.1,65.7,2
Charged Off,12485.44048193245, 36 months,23.89,489.12,182087.72,MORTGAGE,Not Verified,debt_consolidation,MO,14.79,0,700.0,15,0,8203.9,33,w,Individual,37515.46,3487.11,28174.45,0,210.9,28.0,3.7,3,15.9,2,7,2,4,11,98.5,55.9,0
Fully Paid,30000.0, 60 months,24.61,873.69,157266.99,RENT,Not Verified,other,VT,12.92,0,690.0,9,1,940.04,26,w,Individual,77962.92,12690.31,2811.43,0,187.3,2.9,12.3,1,38.8,3,8,4,9,10,96.7,13.1,1
Fully Paid,8500.0, 36 months,25.4,339.76,81819.28,RENT,Verified,debt_consolidation,VT,19.66,0,675.0,16,0,2884.97,29,w,Individual,19175.46,1600.33,9834.77,0,203.7,2.7,10.3,0,35.2,2,3,4,8,3,97.8,84.1,0
Fully Paid,36000.0, 36 months,17.4,1290.68,59961.21,MORTGAGE,Verified,debt_consolidation,PA,17.42,2,760.0,15,0,6263.23,31,f,Individual,82288.91,6819.85,14314.09,0,146.9,36.5,15.6,5,49.0,1,4,4,6,5,79.5,61.0,0
Fully Paid,28000.0, 60 months,23.71,800.8,59459.15,RENT,Verified,credit_card,CO,20.03,0,705.0,8,0,84076.71,26,f,Individual,58220.73,4492.77,7640.61,0,246.9,7.6,6.0,0,18.9,4,9,5,6,12,95.9,13.2,0
Charged Off,13363.598314320488, 60 months,30.99,440.52,58890.34,MORTGAGE,Source Verified,credit_card,IN,26.3,0,660.0,16,0,2264.45,29,f,Individual,15316.41,430.84,101.19,0,233.4,17.9,4.0,3,32.3,1,1,2,7,5,95.7,76.2,0
